"geocode","date","time","suspects","refuses","confirmado","deads","local","cases","comments","broadcast","deaths","uadm","uf"
27,2020-02-27,"17:00",1,0,0,0,"0",0,"0","0",0,"Alagoas","AL"
29,2020-02-27,"17:00",1,2,0,0,"0",0,"0","0",0,"Bahia","BA"
31,2020-02-27,"17:00",5,3,0,0,"0",0,"0","0",0,"Minas Gerais","MG"
32,2020-02-27,"17:00",1,0,0,0,"0",0,"0","0",0,"Espírito Santo","ES"
33,2020-02-27,"17:00",9,8,0,0,"0",0,"0","0",0,"Rio de Janeiro","RJ"
35,2020-02-27,"17:00",55,28,0,0,"0",1,"0","0",0,"São Paulo","SP"
41,2020-02-27,"17:00",5,3,0,0,"0",0,"0","0",0,"Paraná","PR"
42,2020-02-27,"17:00",8,4,0,0,"0",0,"0","0",0,"Santa Catarina","SC"
43,2020-02-27,"17:00",24,10,0,0,"0",0,"0","0",0,"Rio Grande do Sul","RS"
50,2020-02-27,"17:00",2,0,0,0,"0",0,"0","0",0,"Mato Grosso do Sul","MS"
52,2020-02-27,"17:00",3,0,0,0,"0",0,"0","0",0,"Goiás","GO"
53,2020-02-27,"17:00",5,1,0,0,"0",0,"0","0",0,"Distrito Federal","DF"
23,2020-02-28,"16:10",6,2,0,0,"0",0,"0","0",0,"Ceará","CE"
24,2020-02-28,"16:10",3,2,0,0,"0",0,"0","0",0,"Rio Grande do Norte","RN"
25,2020-02-28,"16:10",1,1,0,0,"0",0,"0","0",0,"Paraíba","PB"
26,2020-02-28,"16:10",5,2,0,0,"0",0,"0","0",0,"Pernambuco","PE"
27,2020-02-28,"16:10",1,0,0,0,"0",0,"0","0",0,"Alagoas","AL"
29,2020-02-28,"16:10",9,4,0,0,"0",0,"0","0",0,"Bahia","BA"
31,2020-02-28,"16:10",17,3,0,0,"0",0,"0","0",0,"Minas Gerais","MG"
32,2020-02-28,"16:10",2,1,0,0,"0",0,"0","0",0,"Espírito Santo","ES"
33,2020-02-28,"16:10",19,8,0,0,"0",0,"0","0",0,"Rio de Janeiro","RJ"
35,2020-02-28,"16:10",66,30,0,0,"0",1,"0","0",0,"São Paulo","SP"
41,2020-02-28,"16:10",5,3,0,0,"0",0,"0","0",0,"Paraná","PR"
42,2020-02-28,"16:10",9,4,0,0,"0",0,"0","0",0,"Santa Catarina","SC"
43,2020-02-28,"16:10",27,10,0,0,"0",0,"0","0",0,"Rio Grande do Sul","RS"
50,2020-02-28,"16:10",2,0,0,0,"0",0,"0","0",0,"Mato Grosso do Sul","MS"
52,2020-02-28,"16:10",5,0,0,0,"0",0,"0","0",0,"Goiás","GO"
53,2020-02-28,"16:10",5,1,0,0,"0",0,"0","0",0,"Distrito Federal","DF"
23,2020-02-29,"19:05",6,2,0,0,"0",0,"0","0",0,"Ceará","CE"
24,2020-02-29,"19:05",3,2,0,0,"0",0,"0","0",0,"Rio Grande do Norte","RN"
25,2020-02-29,"19:05",1,1,0,0,"0",0,"0","0",0,"Paraíba","PB"
26,2020-02-29,"19:05",5,2,0,0,"0",0,"0","0",0,"Pernambuco","PE"
27,2020-02-29,"19:05",1,0,0,0,"0",0,"0","0",0,"Alagoas","AL"
29,2020-02-29,"19:05",9,4,0,0,"0",0,"0","0",0,"Bahia","BA"
31,2020-02-29,"19:05",17,3,0,0,"0",0,"0","0",0,"Minas Gerais","MG"
32,2020-02-29,"19:05",2,1,0,0,"0",0,"0","0",0,"Espírito Santo","ES"
33,2020-02-29,"19:05",19,8,0,0,"0",0,"0","0",0,"Rio de Janeiro","RJ"
35,2020-02-29,"19:05",91,38,0,0,"0",2,"0","0",0,"São Paulo","SP"
41,2020-02-29,"19:05",5,3,0,0,"0",0,"0","0",0,"Paraná","PR"
42,2020-02-29,"19:05",9,4,0,0,"0",0,"0","0",0,"Santa Catarina","SC"
43,2020-02-29,"19:05",27,10,0,0,"0",0,"0","0",0,"Rio Grande do Sul","RS"
50,2020-02-29,"19:05",2,0,0,0,"0",0,"0","0",0,"Mato Grosso do Sul","MS"
52,2020-02-29,"19:05",5,0,0,0,"0",0,"0","0",0,"Goiás","GO"
53,2020-02-29,"19:05",5,1,0,0,"0",0,"0","0",0,"Distrito Federal","DF"
23,2020-03-01,"15:05",6,2,0,0,"0",0,"0","0",0,"Ceará","CE"
24,2020-03-01,"15:05",3,2,0,0,"0",0,"0","0",0,"Rio Grande do Norte","RN"
25,2020-03-01,"15:05",1,1,0,0,"0",0,"0","0",0,"Paraíba","PB"
26,2020-03-01,"15:05",5,2,0,0,"0",0,"0","0",0,"Pernambuco","PE"
27,2020-03-01,"15:05",1,0,0,0,"0",0,"0","0",0,"Alagoas","AL"
29,2020-03-01,"15:05",9,4,0,0,"0",0,"0","0",0,"Bahia","BA"
31,2020-03-01,"15:05",17,3,0,0,"0",0,"0","0",0,"Minas Gerais","MG"
32,2020-03-01,"15:05",2,1,0,0,"0",0,"0","0",0,"Espírito Santo","ES"
33,2020-03-01,"15:05",19,8,0,0,"0",0,"0","0",0,"Rio de Janeiro","RJ"
35,2020-03-01,"15:05",136,48,0,0,"0",2,"0","0",0,"São Paulo","SP"
41,2020-03-01,"15:05",5,3,0,0,"0",0,"0","0",0,"Paraná","PR"
42,2020-03-01,"15:05",9,4,0,0,"0",0,"0","0",0,"Santa Catarina","SC"
43,2020-03-01,"15:05",27,10,0,0,"0",0,"0","0",0,"Rio Grande do Sul","RS"
50,2020-03-01,"15:05",2,0,0,0,"0",0,"0","0",0,"Mato Grosso do Sul","MS"
52,2020-03-01,"15:05",5,0,0,0,"0",0,"0","0",0,"Goiás","GO"
53,2020-03-01,"15:05",5,1,0,0,"0",0,"0","0",0,"Distrito Federal","DF"
11,2020-03-02,"16:30",1,0,0,0,"0",0,"0","0",0,"Rondônia","RO"
13,2020-03-02,"16:30",1,1,0,0,"0",0,"0","0",0,"Amazonas","AM"
15,2020-03-02,"16:30",2,2,0,0,"0",0,"0","0",0,"Pará","PA"
21,2020-03-02,"16:30",1,1,0,0,"0",0,"0","0",0,"Maranhão","MA"
22,2020-03-02,"16:30",1,2,0,0,"0",0,"0","0",0,"Piauí","PI"
23,2020-03-02,"16:30",6,6,0,0,"0",0,"0","0",0,"Ceará","CE"
24,2020-03-02,"16:30",2,6,0,0,"0",0,"0","0",0,"Rio Grande do Norte","RN"
25,2020-03-02,"16:30",2,1,0,0,"0",0,"0","0",0,"Paraíba","PB"
26,2020-03-02,"16:30",4,10,0,0,"0",0,"0","0",0,"Pernambuco","PE"
27,2020-03-02,"16:30",3,1,0,0,"0",0,"0","0",0,"Alagoas","AL"
28,2020-03-02,"16:30",1,0,0,0,"0",0,"0","0",0,"Sergipe","SE"
29,2020-03-02,"16:30",9,14,0,0,"0",0,"0","0",0,"Bahia","BA"
31,2020-03-02,"16:30",48,4,0,0,"0",0,"0","0",0,"Minas Gerais","MG"
32,2020-03-02,"16:30",5,6,0,0,"0",0,"0","0",0,"Espírito Santo","ES"
33,2020-03-02,"16:30",42,27,0,0,"0",0,"0","0",0,"Rio de Janeiro","RJ"
35,2020-03-02,"16:30",163,48,0,0,"0",2,"0","0",0,"São Paulo","SP"
41,2020-03-02,"16:30",7,8,0,0,"0",0,"0","0",0,"Paraná","PR"
42,2020-03-02,"16:30",36,4,0,0,"0",0,"0","0",0,"Santa Catarina","SC"
43,2020-03-02,"16:30",73,10,0,0,"0",0,"0","0",0,"Rio Grande do Sul","RS"
50,2020-03-02,"16:30",6,1,0,0,"0",0,"0","0",0,"Mato Grosso do Sul","MS"
51,2020-03-02,"16:30",5,0,0,0,"0",0,"0","0",0,"Mato Grosso","MT"
52,2020-03-02,"16:30",3,7,0,0,"0",0,"0","0",0,"Goiás","GO"
53,2020-03-02,"16:30",12,3,0,0,"0",0,"0","0",0,"Distrito Federal","DF"
11,2020-03-03,"15:50",1,0,0,0,"0",0,"0","0",0,"Rondônia","RO"
13,2020-03-03,"15:50",3,1,0,0,"0",0,"0","0",0,"Amazonas","AM"
15,2020-03-03,"15:50",1,4,0,0,"0",0,"0","0",0,"Pará","PA"
21,2020-03-03,"15:50",1,1,0,0,"0",0,"0","0",0,"Maranhão","MA"
22,2020-03-03,"15:50",1,2,0,0,"0",0,"0","0",0,"Piauí","PI"
23,2020-03-03,"15:50",19,9,0,0,"0",0,"0","0",0,"Ceará","CE"
24,2020-03-03,"15:50",2,6,0,0,"0",0,"0","0",0,"Rio Grande do Norte","RN"
25,2020-03-03,"15:50",4,1,0,0,"0",0,"0","0",0,"Paraíba","PB"
26,2020-03-03,"15:50",4,11,0,0,"0",0,"0","0",0,"Pernambuco","PE"
27,2020-03-03,"15:50",5,1,0,0,"0",0,"0","0",0,"Alagoas","AL"
28,2020-03-03,"15:50",1,0,0,0,"0",0,"0","0",0,"Sergipe","SE"
29,2020-03-03,"15:50",21,16,0,0,"0",0,"0","0",0,"Bahia","BA"
31,2020-03-03,"15:50",58,6,0,0,"0",0,"0","0",0,"Minas Gerais","MG"
32,2020-03-03,"15:50",5,6,0,0,"0",0,"0","0",0,"Espírito Santo","ES"
33,2020-03-03,"15:50",62,29,0,0,"0",0,"0","0",0,"Rio de Janeiro","RJ"
35,2020-03-03,"15:50",130,104,0,0,"0",2,"0","0",0,"São Paulo","SP"
41,2020-03-03,"15:50",14,8,0,0,"0",0,"0","0",0,"Paraná","PR"
42,2020-03-03,"15:50",43,4,0,0,"0",0,"0","0",0,"Santa Catarina","SC"
43,2020-03-03,"15:50",82,20,0,0,"0",0,"0","0",0,"Rio Grande do Sul","RS"
50,2020-03-03,"15:50",6,1,0,0,"0",0,"0","0",0,"Mato Grosso do Sul","MS"
51,2020-03-03,"15:50",6,0,0,0,"0",0,"0","0",0,"Mato Grosso","MT"
52,2020-03-03,"15:50",7,7,0,0,"0",0,"0","0",0,"Goiás","GO"
53,2020-03-03,"15:50",12,3,0,0,"0",0,"0","0",0,"Distrito Federal","DF"
11,2020-03-04,"17:15",1,0,0,0,"0",0,"0","0",0,"Rondônia","RO"
13,2020-03-04,"17:15",4,1,0,0,"0",0,"0","0",0,"Amazonas","AM"
15,2020-03-04,"17:15",1,4,0,0,"0",0,"0","0",0,"Pará","PA"
21,2020-03-04,"17:15",0,2,0,0,"0",0,"0","0",0,"Maranhão","MA"
22,2020-03-04,"17:15",1,2,0,0,"0",0,"0","0",0,"Piauí","PI"
23,2020-03-04,"17:15",14,18,0,0,"0",0,"0","0",0,"Ceará","CE"
24,2020-03-04,"17:15",5,6,0,0,"0",0,"0","0",0,"Rio Grande do Norte","RN"
25,2020-03-04,"17:15",4,1,0,0,"0",0,"0","0",0,"Paraíba","PB"
26,2020-03-04,"17:15",6,11,0,0,"0",0,"0","0",0,"Pernambuco","PE"
27,2020-03-04,"17:15",5,1,0,0,"0",0,"0","0",0,"Alagoas","AL"
28,2020-03-04,"17:15",1,0,0,0,"0",0,"0","0",0,"Sergipe","SE"
29,2020-03-04,"17:15",19,21,0,0,"0",0,"0","0",0,"Bahia","BA"
31,2020-03-04,"17:15",82,6,0,0,"0",0,"0","0",0,"Minas Gerais","MG"
32,2020-03-04,"17:15",5,7,0,0,"0",0,"0","0",0,"Espírito Santo","ES"
33,2020-03-04,"17:15",55,52,0,0,"0",0,"0","0",0,"Rio de Janeiro","RJ"
35,2020-03-04,"17:15",135,131,0,0,"0",3,"0","0",0,"São Paulo","SP"
41,2020-03-04,"17:15",13,8,0,0,"0",0,"0","0",0,"Paraná","PR"
42,2020-03-04,"17:15",46,4,0,0,"0",0,"0","0",0,"Santa Catarina","SC"
43,2020-03-04,"17:15",98,20,0,0,"0",0,"0","0",0,"Rio Grande do Sul","RS"
50,2020-03-04,"17:15",10,3,0,0,"0",0,"0","0",0,"Mato Grosso do Sul","MS"
51,2020-03-04,"17:15",6,0,0,0,"0",0,"0","0",0,"Mato Grosso","MT"
52,2020-03-04,"17:15",1,12,0,0,"0",0,"0","0",0,"Goiás","GO"
53,2020-03-04,"17:15",18,5,0,0,"0",0,"0","0",0,"Distrito Federal","DF"
11,2020-03-05,"16:00",1,0,0,0,"0",0,"0","0",0,"Rondônia","RO"
13,2020-03-05,"16:00",5,1,0,0,"0",0,"0","0",0,"Amazonas","AM"
15,2020-03-05,"16:00",1,5,0,0,"0",0,"0","0",0,"Pará","PA"
21,2020-03-05,"16:00",0,2,0,0,"0",0,"0","0",0,"Maranhão","MA"
22,2020-03-05,"16:00",1,2,0,0,"0",0,"0","0",0,"Piauí","PI"
23,2020-03-05,"16:00",16,18,0,0,"0",0,"0","0",0,"Ceará","CE"
24,2020-03-05,"16:00",4,8,0,0,"0",0,"0","0",0,"Rio Grande do Norte","RN"
25,2020-03-05,"16:00",4,1,0,0,"0",0,"0","0",0,"Paraíba","PB"
26,2020-03-05,"16:00",8,12,0,0,"0",0,"0","0",0,"Pernambuco","PE"
27,2020-03-05,"16:00",6,1,0,0,"0",0,"0","0",0,"Alagoas","AL"
28,2020-03-05,"16:00",2,0,0,0,"0",0,"0","0",0,"Sergipe","SE"
29,2020-03-05,"16:00",23,29,0,0,"0",0,"0","0",0,"Bahia","BA"
31,2020-03-05,"16:00",80,12,0,0,"0",0,"0","0",0,"Minas Gerais","MG"
32,2020-03-05,"16:00",5,8,0,0,"0",0,"0","0",0,"Espírito Santo","ES"
33,2020-03-05,"16:00",79,58,0,0,"0",1,"0","0",0,"Rio de Janeiro","RJ"
35,2020-03-05,"16:00",182,159,0,0,"0",6,"1 Portador assintomático","0",0,"São Paulo","SP"
41,2020-03-05,"16:00",20,9,0,0,"0",0,"0","0",0,"Paraná","PR"
42,2020-03-05,"16:00",54,4,0,0,"0",0,"0","0",0,"Santa Catarina","SC"
43,2020-03-05,"16:00",104,25,0,0,"0",0,"0","0",0,"Rio Grande do Sul","RS"
50,2020-03-05,"16:00",11,3,0,0,"0",0,"0","0",0,"Mato Grosso do Sul","MS"
51,2020-03-05,"16:00",6,0,0,0,"0",0,"0","0",0,"Mato Grosso","MT"
52,2020-03-05,"16:00",4,12,0,0,"0",0,"0","0",0,"Goiás","GO"
53,2020-03-05,"16:00",20,9,0,0,"0",0,"0","0",0,"Distrito Federal","DF"
11,2020-03-06,"16:00",1,0,0,0,"0",0,"0","0",0,"Rondônia","RO"
13,2020-03-06,"16:00",2,4,0,0,"0",0,"0","0",0,"Amazonas","AM"
15,2020-03-06,"16:00",4,5,0,0,"0",0,"0","0",0,"Pará","PA"
21,2020-03-06,"16:00",0,2,0,0,"0",0,"0","0",0,"Maranhão","MA"
22,2020-03-06,"16:00",1,2,0,0,"0",0,"0","0",0,"Piauí","PI"
23,2020-03-06,"16:00",12,24,0,0,"0",0,"0","0",0,"Ceará","CE"
24,2020-03-06,"16:00",7,8,0,0,"0",0,"0","0",0,"Rio Grande do Norte","RN"
25,2020-03-06,"16:00",3,3,0,0,"0",0,"0","0",0,"Paraíba","PB"
26,2020-03-06,"16:00",6,14,0,0,"0",0,"0","0",0,"Pernambuco","PE"
27,2020-03-06,"16:00",7,1,0,0,"0",0,"0","0",0,"Alagoas","AL"
28,2020-03-06,"16:00",3,1,0,0,"0",0,"0","0",0,"Sergipe","SE"
29,2020-03-06,"16:00",15,32,0,0,"0",1,"0","0",0,"Bahia","BA"
31,2020-03-06,"16:00",123,17,0,0,"0",0,"0","0",0,"Minas Gerais","MG"
32,2020-03-06,"16:00",1,12,0,0,"0",1,"0","0",0,"Espírito Santo","ES"
33,2020-03-06,"16:00",111,67,0,0,"0",1,"0","0",0,"Rio de Janeiro","RJ"
35,2020-03-06,"16:00",222,189,0,0,"0",10,"1 Portador assintomático","0",0,"São Paulo","SP"
41,2020-03-06,"16:00",25,13,0,0,"0",0,"0","0",0,"Paraná","PR"
42,2020-03-06,"16:00",59,10,0,0,"0",0,"0","0",0,"Santa Catarina","SC"
43,2020-03-06,"16:00",112,41,0,0,"0",0,"0","0",0,"Rio Grande do Sul","RS"
50,2020-03-06,"16:00",8,9,0,0,"0",0,"0","0",0,"Mato Grosso do Sul","MS"
51,2020-03-06,"16:00",6,1,0,0,"0",0,"0","0",0,"Mato Grosso","MT"
52,2020-03-06,"16:00",4,12,0,0,"0",0,"0","0",0,"Goiás","GO"
53,2020-03-06,"16:00",36,13,0,0,"0",0,"0","0",0,"Distrito Federal","DF"
11,2020-03-07,"18:35",1,0,0,0,"0",0,"0","0",0,"Rondônia","RO"
13,2020-03-07,"18:35",2,4,0,0,"0",0,"0","0",0,"Amazonas","AM"
15,2020-03-07,"18:35",4,5,0,0,"0",0,"0","0",0,"Pará","PA"
21,2020-03-07,"18:35",0,2,0,0,"0",0,"0","0",0,"Maranhão","MA"
22,2020-03-07,"18:35",1,2,0,0,"0",0,"0","0",0,"Piauí","PI"
23,2020-03-07,"18:35",13,24,0,0,"0",0,"0","0",0,"Ceará","CE"
24,2020-03-07,"18:35",4,11,0,0,"0",0,"0","0",0,"Rio Grande do Norte","RN"
25,2020-03-07,"18:35",3,3,0,0,"0",0,"0","0",0,"Paraíba","PB"
26,2020-03-07,"18:35",6,14,0,0,"0",0,"0","0",0,"Pernambuco","PE"
27,2020-03-07,"18:35",7,1,0,0,"0",0,"0","0",0,"Alagoas","AL"
28,2020-03-07,"18:35",1,1,0,0,"0",0,"0","0",0,"Sergipe","SE"
29,2020-03-07,"18:35",15,32,0,0,"0",2,"0","0",0,"Bahia","BA"
31,2020-03-07,"18:35",123,17,0,0,"0",0,"0","0",0,"Minas Gerais","MG"
32,2020-03-07,"18:35",1,12,0,0,"0",1,"0","0",0,"Espírito Santo","ES"
33,2020-03-07,"18:35",111,67,0,0,"0",2,"0","0",0,"Rio de Janeiro","RJ"
35,2020-03-07,"18:35",184,246,0,0,"0",13,"1 Portador assintomático","0",0,"São Paulo","SP"
41,2020-03-07,"18:35",20,18,0,0,"0",0,"0","0",0,"Paraná","PR"
42,2020-03-07,"18:35",44,25,0,0,"0",0,"0","0",0,"Santa Catarina","SC"
43,2020-03-07,"18:35",88,75,0,0,"0",0,"0","0",0,"Rio Grande do Sul","RS"
50,2020-03-07,"18:35",6,11,0,0,"0",0,"0","0",0,"Mato Grosso do Sul","MS"
51,2020-03-07,"18:35",6,1,0,0,"0",0,"0","0",0,"Mato Grosso","MT"
52,2020-03-07,"18:35",4,12,0,0,"0",0,"0","0",0,"Goiás","GO"
53,2020-03-07,"18:35",30,19,0,0,"0",1,"0","0",0,"Distrito Federal","DF"
11,2020-03-08,"17:30",1,0,0,0,"0",0,"0","0",0,"Rondônia","RO"
13,2020-03-08,"17:30",2,4,0,0,"0",0,"0","0",0,"Amazonas","AM"
15,2020-03-08,"17:30",3,6,0,0,"0",0,"0","0",0,"Pará","PA"
21,2020-03-08,"17:30",0,2,0,0,"0",0,"0","0",0,"Maranhão","MA"
22,2020-03-08,"17:30",1,2,0,0,"0",0,"0","0",0,"Piauí","PI"
23,2020-03-08,"17:30",11,26,0,0,"0",0,"0","0",0,"Ceará","CE"
24,2020-03-08,"17:30",9,13,0,0,"0",0,"0","0",0,"Rio Grande do Norte","RN"
25,2020-03-08,"17:30",3,3,0,0,"0",0,"0","0",0,"Paraíba","PB"
26,2020-03-08,"17:30",9,18,0,0,"0",0,"0","0",0,"Pernambuco","PE"
27,2020-03-08,"17:30",6,1,0,0,"0",1,"0","0",0,"Alagoas","AL"
28,2020-03-08,"17:30",1,1,0,0,"0",0,"0","0",0,"Sergipe","SE"
29,2020-03-08,"17:30",15,32,0,0,"0",2,"0","TRUE",0,"Bahia","BA"
31,2020-03-08,"17:30",122,17,0,0,"0",1,"0","0",0,"Minas Gerais","MG"
32,2020-03-08,"17:30",1,12,0,0,"0",1,"0","0",0,"Espírito Santo","ES"
33,2020-03-08,"17:30",110,67,0,0,"0",3,"0","0",0,"Rio de Janeiro","RJ"
35,2020-03-08,"17:30",176,258,0,0,"0",16,"1 Portador assintomático","TRUE",0,"São Paulo","SP"
41,2020-03-08,"17:30",22,20,0,0,"0",0,"0","0",0,"Paraná","PR"
42,2020-03-08,"17:30",44,26,0,0,"0",0,"0","0",0,"Santa Catarina","SC"
43,2020-03-08,"17:30",88,75,0,0,"0",0,"0","0",0,"Rio Grande do Sul","RS"
50,2020-03-08,"17:30",6,11,0,0,"0",0,"0","0",0,"Mato Grosso do Sul","MS"
51,2020-03-08,"17:30",5,2,0,0,"0",0,"0","0",0,"Mato Grosso","MT"
52,2020-03-08,"17:30",4,12,0,0,"0",0,"0","0",0,"Goiás","GO"
